PARK,PARK NUMBER,FACILITY NAME,FACILITY TYPE,X COORDINATE,Y COORDINATE,LOCATION
WHITE (EDWARD),379,GYMNASIUM,INDOOR,1170835.8914099999,1824059.4447600001,"(41.672689, -87.650374)"
WHITE (EDWARD),379,BASEBALL JR/SOFTBALL,OUTDOOR,1170765.0457599999,1824292.3130600001,"(41.67333, -87.650626)"
WHITE (EDWARD),379,BASEBALL JR/SOFTBALL,OUTDOOR,1171104.71371,1824457.0715900001,"(41.673774, -87.649378)"
LOYOLA,115,BASKETBALL BACKBOARD,OUTDOOR,1166781.1964400001,1947786.6838499999,"(42.012296, -87.661673)"
LUELLA,1122,BASKETBALL BACKBOARD,OUTDOOR,1193431.2510800001,1838839.7537799999,"(41.712727, -87.567194)"
LUELLA,1122,BASKETBALL BACKBOARD,OUTDOOR,1193406.90533,1838907.7542999999,"(41.712914, -87.567281)"
MANDRAKE (HENRY BROWN),504,BASKETBALL BACKBOARD,OUTDOOR,1182000.0439599999,1878978.1006700001,"(41.823142, -87.607818)"
MANDRAKE (HENRY BROWN),504,BASKETBALL BACKBOARD,OUTDOOR,1182053.51596,1878980.1839999999,"(41.823146, -87.607622)"
MANDRAKE (HENRY BROWN),504,BASKETBALL BACKBOARD,OUTDOOR,1182056.2938399999,1878903.1008200001,"(41.822935, -87.607614)"
MANDRAKE (HENRY BROWN),504,BASKETBALL BACKBOARD,OUTDOOR,1182002.1272799999,1878901.01749,"(41.82293, -87.607813)"
MAPLEWOOD,1045,BASKETBALL BACKBOARD,OUTDOOR,1158973.53981,1910860.19307,"(41.911132, -87.691419)"
MAPLEWOOD,1045,BASKETBALL BACKBOARD,OUTDOOR,1158974.4079199999,1910871.69469,"(41.911164, -87.691415)"
MARQUETTE (JACQUES),10,BASKETBALL BACKBOARD,OUTDOOR,1157449.2781,1857531.2400199999,"(41.764822, -87.698466)"
MARQUETTE (JACQUES),10,BASKETBALL BACKBOARD,OUTDOOR,1157474.7872299999,1857569.5037199999,"(41.764927, -87.698372)"
MARQUETTE (JACQUES),10,BASKETBALL BACKBOARD,OUTDOOR,1157448.6980399999,1857607.1876999999,"(41.765031, -87.698466)"
MARQUETTE (JACQUES),10,BASKETBALL BACKBOARD,OUTDOOR,1157420.2902899999,1857568.34427,"(41.764925, -87.698572)"
MARQUETTE (JACQUES),10,BASKETBALL BACKBOARD,OUTDOOR,1156567.46523,1859725.9715199999,"(41.770863, -87.701639)"
MARQUETTE (JACQUES),10,BASKETBALL BACKBOARD,OUTDOOR,1156570.41601,1859656.1340600001,"(41.770671, -87.70163)"
MARQUETTE (JACQUES),10,BASKETBALL BACKBOARD,OUTDOOR,1156498.1192399999,1859653.67475,"(41.770666, -87.701896)"
MARQUETTE (JACQUES),10,BASKETBALL BACKBOARD,OUTDOOR,1156495.66025,1859723.51254,"(41.770857, -87.701903)"
MARSHFIELD,1046,BASKETBALL BACKBOARD,OUTDOOR,1166732.1187799999,1846855.368,"(41.735333, -87.664746)"
MARSHFIELD,1046,BASKETBALL BACKBOARD,OUTDOOR,1166728.73624,1846934.0115400001,"(41.735549, -87.664756)"
MATHER (STEPHEN TYNG),241,BASKETBALL BACKBOARD,OUTDOOR,1156548.9439399999,1939141.06269,"(41.988786, -87.699558)"
MATHER (STEPHEN TYNG),241,BASKETBALL BACKBOARD,OUTDOOR,1156479.93358,1939141.4967400001,"(41.988789, -87.699811)"
MATHER (STEPHEN TYNG),241,BASKETBALL BACKBOARD,OUTDOOR,1156476.8951999999,1939211.37521,"(41.98898, -87.699821)"
MATHER (STEPHEN TYNG),241,BASKETBALL BACKBOARD,OUTDOOR,1156546.3399400001,1939213.5454899999,"(41.988985, -87.699565)"
"TOUHY-HERBERT (JOHN, VICTOR)",1065,BASKETBALL BACKBOARD,OUTDOOR,1162292.3346800001,1899419.7897699999,"(41.87967, -87.679547)"
TREBES,1017,BASKETBALL BACKBOARD,OUTDOOR,1168222.0702,1915068.65644,"(41.922485, -87.657321)"
TRUMBULL (LYMAN),16,BASKETBALL BACKBOARD,OUTDOOR,1194004.5452099999,1836222.2166899999,"(41.70553, -87.56518)"
TRUMBULL (LYMAN),16,BASKETBALL BACKBOARD,OUTDOOR,1193979.54526,1836258.6749499999,"(41.705631, -87.56527)"
TRUMBULL (LYMAN),16,BASKETBALL BACKBOARD,OUTDOOR,1194003.85066,1836295.82776,"(41.705732, -87.56518)"
TRUMBULL (LYMAN),16,BASKETBALL BACKBOARD,OUTDOOR,1194027.4618299999,1836260.41117,"(41.705634, -87.565095)"
TULEY (MURRAY),18,BASKETBALL BACKBOARD,OUTDOOR,1181546.5576599999,1844901.83057,"(41.729644, -87.610532)"
TULEY (MURRAY),18,BASKETBALL BACKBOARD,OUTDOOR,1181550.4641499999,1844834.5560900001,"(41.729459, -87.61052)"
TULEY (MURRAY),18,BASKETBALL BACKBOARD,OUTDOOR,1181517.47799,1844876.2230100001,"(41.729574, -87.61064)"
TULEY (MURRAY),18,BASKETBALL BACKBOARD,OUTDOOR,1181448.03358,1844874.92084,"(41.729572, -87.610894)"
UNION,210,BASKETBALL BACKBOARD,OUTDOOR,1166439.77947,1900926.6660199999,"(41.883717, -87.664275)"
UNION,210,BASKETBALL BACKBOARD,OUTDOOR,1166471.02941,1900979.7909200001,"(41.883862, -87.664159)"
UNION,210,BASKETBALL BACKBOARD,OUTDOOR,1166398.6338899999,1901018.8535,"(41.883971, -87.664423)"
UNION,210,BASKETBALL BACKBOARD,OUTDOOR,1166368.4252800001,1900969.37427,"(41.883836, -87.664536)"
VALLEY FORGE,371,BASKETBALL BACKBOARD,OUTDOOR,1130014.2804700001,1864499.69787,"(41.784457, -87.798867)"
VALLEY FORGE,371,BASKETBALL BACKBOARD,OUTDOOR,1129972.6138899999,1864523.5695400001,"(41.784523, -87.799019)"
VALLEY FORGE,371,BASKETBALL BACKBOARD,OUTDOOR,1129932.6832000001,1864494.9236000001,"(41.784445, -87.799166)"
VALLEY FORGE,371,BASKETBALL BACKBOARD,OUTDOOR,1129972.6138899999,1864471.4859800001,"(41.78438, -87.79902)"
VALLEY FORGE,371,BASKETBALL COURT,OUTDOOR,1129973.04794,1864499.2638099999,"(41.784456, -87.799018)"
VITTUM (HARRIET ELIZABETH),233,BASKETBALL BACKBOARD,OUTDOOR,1143835.7177299999,1871222.1709700001,"(41.802657, -87.748023)"
VITTUM (HARRIET ELIZABETH),233,BASKETBALL BACKBOARD,OUTDOOR,1143833.54745,1871278.16069,"(41.802811, -87.74803)"
WARREN (LAURENCE),428,BASKETBALL BACKBOARD,OUTDOOR,1159671.9849400001,1944577.38056,"(42.003639, -87.68792)"
WARREN (LAURENCE),428,BASKETBALL BACKBOARD,OUTDOOR,1159675.45737,1944504.0296499999,"(42.003438, -87.687909)"
WARREN (LAURENCE),428,BASKETBALL BACKBOARD,OUTDOOR,1159586.91555,1944500.9916000001,"(42.003432, -87.688235)"
WARREN (LAURENCE),428,BASKETBALL BACKBOARD,OUTDOOR,1159583.8774999999,1944574.3421799999,"(42.003633, -87.688244)"
WARREN (LAURENCE),428,BASKETBALL BACKBOARD,OUTDOOR,1159667.6837599999,1943731.1315899999,"(42.001317, -87.687959)"
WARREN (LAURENCE),428,BASKETBALL BACKBOARD,OUTDOOR,1159693.0311499999,1943762.7286400001,"(42.001404, -87.687865)"
WARREN (LAURENCE),428,BASKETBALL BACKBOARD,OUTDOOR,1159664.55877,1943799.53434,"(42.001505, -87.687969)"
WARREN (LAURENCE),428,BASKETBALL BACKBOARD,OUTDOOR,1159641.64215,1943760.9924300001,"(42.0014, -87.688054)"
WARREN (LAURENCE),428,BASKETBALL BACKBOARD,OUTDOOR,1159605.531,1943759.9507599999,"(42.001398, -87.688187)"
WARREN (LAURENCE),428,BASKETBALL BACKBOARD,OUTDOOR,1159629.1421699999,1943795.7148,"(42.001495, -87.688099)"
WARREN (LAURENCE),428,BASKETBALL BACKBOARD,OUTDOOR,1159606.2255500001,1943833.56216,"(42.0016, -87.688182)"
WARREN (LAURENCE),428,BASKETBALL BACKBOARD,OUTDOOR,1159579.8368299999,1943796.7564600001,"(42.001499, -87.688281)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1180022.1492900001,1865501.8464500001,"(41.786207, -87.615487)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1180022.1492900001,1865583.9224,"(41.786433, -87.615484)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1180017.58959,1865621.31275,"(41.786535, -87.6155)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1180015.7657699999,1865698.82867,"(41.786748, -87.615504)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1180016.6775199999,1865737.1307600001,"(41.786853, -87.6155)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1180013.94163,1865834.7099599999,"(41.787121, -87.615507)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1180012.11781,1865858.42087,"(41.787186, -87.615513)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1180013.02988,1865952.3521100001,"(41.787444, -87.615507)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1179976.6008200001,1867023.28599,"(41.790383, -87.615607)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1179978.3373700001,1867118.7858,"(41.790645, -87.615598)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1179977.46893,1867146.56757,"(41.790722, -87.6156)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1179974.86461,1867240.3311600001,"(41.790979, -87.615607)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1179969.6553,1867321.0721400001,"(41.791201, -87.615624)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1179967.9190799999,1867413.9672999999,"(41.791456, -87.615627)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1179967.9190799999,1867435.6719800001,"(41.791515, -87.615627)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1179964.4463200001,1867525.0943700001,"(41.791761, -87.615637)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1179960.1054499999,1867676.5921,"(41.792177, -87.615648)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1179960.9735600001,1867745.1782500001,"(41.792365, -87.615643)"
WENTWORTH (JOHN) GARDENS,286,BASKETBALL BACKBOARD,OUTDOOR,1175378.90759,1879672.8804500001,"(41.825199, -87.632087)"
WENTWORTH (JOHN) GARDENS,286,BASKETBALL BACKBOARD,OUTDOOR,1175294.7063200001,1879671.1445599999,"(41.825196, -87.632396)"
WENTWORTH (JOHN),238,BASKETBALL BACKBOARD,OUTDOOR,1135108.2430499999,1866220.30204,"(41.78909, -87.780149)"
WENTWORTH (JOHN),238,BASKETBALL BACKBOARD,OUTDOOR,1135069.70114,1866218.7397,"(41.789086, -87.780291)"
WENTWORTH (JOHN),238,BASKETBALL BACKBOARD,OUTDOOR,1135029.59721,1866217.17704,"(41.789083, -87.780438)"
WENTWORTH (JOHN),238,BASKETBALL BACKBOARD,OUTDOOR,1135030.11788,1866148.4271800001,"(41.788894, -87.780437)"
WENTWORTH (JOHN),238,BASKETBALL BACKBOARD,OUTDOOR,1135070.7427999999,1866149.46884,"(41.788896, -87.780288)"
WENTWORTH (JOHN),238,BASKETBALL BACKBOARD,OUTDOOR,1135110.84705,1866148.9481800001,"(41.788894, -87.780141)"
WEST CHATHAM,249,BASKETBALL BACKBOARD,OUTDOOR,1175862.93123,1850310.85387,"(41.744616, -87.631191)"
WEST CHATHAM,249,BASKETBALL BACKBOARD,OUTDOOR,1175859.45912,1850382.38161,"(41.744812, -87.631202)"
WEST PULLMAN,225,BASKETBALL BACKBOARD,OUTDOOR,1176078.5817199999,1822770.1733899999,"(41.669036, -87.631224)"
WEST PULLMAN,225,BASKETBALL BACKBOARD,OUTDOOR,1176011.0018,1822798.6280499999,"(41.669115, -87.63147)"
WHITE (EDWARD),379,BASKETBALL BACKBOARD,OUTDOOR,1171070.5707400001,1824157.6512500001,"(41.672954, -87.649512)"
WHITE (EDWARD),379,BASKETBALL BACKBOARD,OUTDOOR,1171125.39641,1824158.4947599999,"(41.672955, -87.649311)"
WHITE (EDWARD),379,BASKETBALL BACKBOARD,OUTDOOR,1171127.08342,1824075.8341600001,"(41.672728, -87.649308)"
WHITE (EDWARD),379,BASKETBALL BACKBOARD,OUTDOOR,1171074.78792,1824072.4601499999,"(41.67272, -87.649499)"
WHITE (WILLYE B.),1043,BASKETBALL BACKBOARD,OUTDOOR,1164190.28036,1950542.6429099999,"(42.019914, -87.671127)"
WHITE (EDWARD),379,BASEBALL JR/SOFTBALL,OUTDOOR,1171099.2478400001,1824215.79024,"(41.673112, -87.649405)"
WHITE (EDWARD),379,PLAYGROUND,OUTDOOR,1170982.12078,1824125.99318,"(41.672869, -87.649837)"
WHITE (EDWARD),379,SPRAY FEATURE,OUTDOOR,1171004.7654200001,1824129.8973699999,"(41.672879, -87.649754)"
WHITE (EDWARD),379,TENNIS COURT,OUTDOOR,1171078.1648800001,1823995.5918699999,"(41.672509, -87.649489)"
WHITE (EDWARD),379,TENNIS COURT,OUTDOOR,1171126.57751,1823994.81103,"(41.672505, -87.649312)"
WHITE (WILLYE B.),1043,BASKETBALL COURT,OUTDOOR,1164077.12901,1950541.2144299999,"(42.019912, -87.671544)"
WHITE (WILLYE B.),1043,BASKETBALL COURT,OUTDOOR,1164155.7495899999,1950539.8929099999,"(42.019907, -87.671255)"
WHITE (WILLYE B.),1043,BASEBALL JR/SOFTBALL,OUTDOOR,1164409.4485599999,1950454.00529,"(42.019666, -87.670324)"
WHITE (WILLYE B.),1043,PLAYGROUND,OUTDOOR,1164247.5833999999,1950651.5468900001,"(42.020211, -87.670914)"
WHITE (WILLYE B.),1043,FITNESS CENTER,INDOOR,1164126.0662499999,1950457.8747,"(42.019682, -87.671366)"
"WICKER (CHARLES, JOEL)",214,CHESS PAVILLION,SPECIAL,1162910.5040500001,1909526.1504599999,"(41.90739, -87.676993)"
"WICKER (CHARLES, JOEL)",214,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1163131.9101,1909559.95453,"(41.907478, -87.676179)"
"WICKER (CHARLES, JOEL)",214,COMMUNITY GARDEN,OUTDOOR,1162847.05339,1909687.7515199999,"(41.907834, -87.677222)"
"WICKER (CHARLES, JOEL)",214,DOG FRIENDLY AREA,OUTDOOR,1163383.41026,1909524.16753,"(41.907374, -87.675256)"
"WICKER (CHARLES, JOEL)",214,GYMNASIUM,INDOOR,1162973.2900100001,1909768.20444,"(41.908052, -87.676756)"
"WICKER (CHARLES, JOEL)",214,BASEBALL JR/SOFTBALL,OUTDOOR,1163166.28963,1909672.8801599999,"(41.907787, -87.676049)"
"WICKER (CHARLES, JOEL)",214,PLAYGROUND,OUTDOOR,1162981.88613,1909854.3095799999,"(41.908289, -87.676722)"
"WICKER (CHARLES, JOEL)",214,SPRAY FEATURE,OUTDOOR,1162941.2379099999,1909854.3095799999,"(41.908289, -87.676871)"
WIEBOLDT (WILLIAM),449,PLAYGROUND PARK,OUTDOOR,1163938.9117699999,1920172.7161099999,"(41.936583, -87.672914)"
WILDWOOD,257,BASKETBALL COURT,OUTDOOR,1134807.5746899999,1945618.1271599999,"(42.006973, -87.779372)"
WILDWOOD,257,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1134525.1339799999,1945855.8960500001,"(42.007631, -87.780405)"
WILDWOOD,257,GYMNASIUM,INDOOR,1134881.6336000001,1945705.8582899999,"(42.007213, -87.779097)"
WILDWOOD,257,BASEBALL JR/SOFTBALL,OUTDOOR,1134558.59488,1945481.3817,"(42.006602, -87.780291)"
WILDWOOD,257,BASEBALL JR/SOFTBALL,OUTDOOR,1134568.91506,1946058.0347500001,"(42.008185, -87.78024)"
WILDWOOD,257,BASEBALL JR/SOFTBALL,OUTDOOR,1134639.8680100001,1945691.6601499999,"(42.007178, -87.779987)"
WILDWOOD,257,PLAYGROUND,OUTDOOR,1134776.61347,1945807.76458,"(42.007494, -87.779481)"
WILDWOOD,257,SPRAY FEATURE,OUTDOOR,1134763.7128999999,1945663.2789799999,"(42.007098, -87.779532)"
WILDWOOD,257,BASEBALL SR,OUTDOOR,1134377.98762,1945922.5793099999,"(42.007816, -87.780945)"
WILDWOOD,257,TENNIS COURT,OUTDOOR,1134817.89521,1945498.15234,"(42.006644, -87.779337)"
WILDWOOD,257,TENNIS COURT,OUTDOOR,1134878.5276299999,1945535.5636799999,"(42.006745, -87.779113)"
WILLIAMS (DANIEL HALE),261,BASKETBALL COURT,OUTDOOR,1176111.01079,1886211.51009,"(41.843125, -87.629205)"
WILLIAMS (DANIEL HALE),261,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1176261.87564,1885962.1001500001,"(41.842438, -87.628659)"
WILLIAMS (DANIEL HALE),261,BASEBALL JR/SOFTBALL,OUTDOOR,1176412.6601199999,1886043.3244,"(41.842657, -87.628103)"
WILLIAMS (DANIEL HALE),261,PLAYGROUND,OUTDOOR,1176032.8859399999,1886481.6926200001,"(41.843869, -87.629483)"
WILLIAMS (DANIEL HALE),261,SPRAY FEATURE,OUTDOOR,1176024.20551,1886564.1576700001,"(41.844095, -87.629513)"
WILLIAMS (DANIEL HALE),261,BASEBALL SR,OUTDOOR,1176111.01079,1885869.7132000001,"(41.842187, -87.629215)"
WILLIAMS (DANIEL HALE),261,WATER PLAYGROUND,OUTDOOR,1176634.56125,1886073.7150900001,"(41.842735, -87.627288)"
WILSON (FRANK),145,BASKETBALL COURT,OUTDOOR,1140464.5722399999,1929981.3776,"(41.963962, -87.758944)"
WILSON (FRANK),145,BASEBALL JR/SOFTBALL,OUTDOOR,1140217.9805399999,1930176.53305,"(41.964502, -87.759846)"
WILSON (FRANK),145,BASEBALL JR/SOFTBALL,OUTDOOR,1139954.7478,1930277.8927500001,"(41.964785, -87.760812)"
WILSON (FRANK),145,PLAYGROUND,OUTDOOR,1140452.46957,1930280.9183400001,"(41.964785, -87.758982)"
WILSON (FRANK),145,VOLLEYBALL (SAND),OUTDOOR,1140393.46903,1930194.6872099999,"(41.964549, -87.759201)"
WILSON (FRANK),145,TENNIS COURT,OUTDOOR,1140240.6730800001,1929981.3776,"(41.963967, -87.759768)"
WILSON (FRANK),145,TENNIS COURT,OUTDOOR,1140375.3148699999,1929985.9162999999,"(41.963977, -87.759272)"
WILSON (FRANK),145,TENNIS COURT,OUTDOOR,1140329.9301199999,1929984.4035100001,"(41.963973, -87.759439)"
WILSON (FRANK),145,TENNIS COURT,OUTDOOR,1140287.5706199999,1929981.3776,"(41.963966, -87.759595)"
WILSON (FRANK),145,WATER PLAYGROUND,OUTDOOR,1140472.7438099999,1930143.8405299999,"(41.964408, -87.75891)"
WILSON (JOHN),1071,PLAYGROUND,OUTDOOR,1169304.0237400001,1882144.4188099999,"(41.832115, -87.654303)"
WILSON (JOHN),1071,SPRAY FEATURE,OUTDOOR,1169107.7360799999,1882148.2209699999,"(41.83213, -87.655023)"
WILSON (JOHN) COMM. CTR.,1018,GYMNASIUM,INDOOR,1168934.86733,1883320.4118600001,"(41.83535, -87.655623)"
WINNEMAC,486,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1161393.3187599999,1934352.3905100001,"(41.975546, -87.681873)"
WINNEMAC,486,BASEBALL JR/SOFTBALL,OUTDOOR,1161280.0673499999,1933265.5016099999,"(41.972566, -87.68232)"
WINNEMAC,486,BASEBALL JR/SOFTBALL,OUTDOOR,1161604.66316,1933286.1406700001,"(41.972616, -87.681126)"
WINNEMAC,486,BASEBALL JR/SOFTBALL,OUTDOOR,1162002.4333599999,1933295.5222199999,"(41.972633, -87.679663)"
WINNEMAC,486,BASEBALL JR/SOFTBALL,OUTDOOR,1161642.1886700001,1933700.7976500001,"(41.973753, -87.680976)"
WINNEMAC,486,PLAYGROUND,OUTDOOR,1160865.4103699999,1933323.66619,"(41.972734, -87.683843)"
WINNEMAC,486,BASEBALL SR,OUTDOOR,1161364.4996,1934046.03253,"(41.974706, -87.681988)"
WINNEMAC,486,TENNIS COURT,OUTDOOR,1160869.1629900001,1933599.47863,"(41.973491, -87.683822)"
WINNEMAC,486,TENNIS COURT,OUTDOOR,1161233.16029,1933620.1177000001,"(41.97354, -87.682483)"
WOLCOTT (ALEXANDER),403,PLAYGROUND PARK,OUTDOOR,1164918.5351400001,1861016.34821,"(41.774231, -87.670991)"
WOLFE (RICHARD),1072,BASKETBALL COURT,OUTDOOR,1199991.0329100001,1833773.76982,"(41.698663, -87.54334)"
WOLFE (RICHARD),1072,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1200027.1972099999,1833500.9924699999,"(41.697913, -87.543217)"
WOLFE (RICHARD),1072,HORSESHOE COURT,OUTDOOR,1200032.6223899999,1833774.5545900001,"(41.698664, -87.543188)"
WOLFE (RICHARD),1072,BASEBALL JR/SOFTBALL,OUTDOOR,1200113.4467,1833372.7870199999,"(41.697559, -87.542906)"
WOLFE (RICHARD),1072,BASEBALL JR/SOFTBALL,OUTDOOR,1199965.1379499999,1833659.2034400001,"(41.698349, -87.543439)"
WOLFE (RICHARD),1072,PLAYGROUND,OUTDOOR,1200118.9394799999,1833802.80388,"(41.698739, -87.542871)"
WOLFE (RICHARD),1072,SPRAY FEATURE,OUTDOOR,1200127.5713500001,1833869.50355,"(41.698922, -87.542837)"
WOOD (ELIZABETH),316,PLAYGROUND,OUTDOOR,1161095.2225800001,1919465.82678,"(41.934703, -87.683385)"
WOODHULL (ROSS),1073,BASKETBALL COURT,OUTDOOR,1188485.27541,1856791.80318,"(41.762108, -87.584735)"
WOODHULL (ROSS),1073,BASKETBALL COURT,OUTDOOR,1188734.6013499999,1856640.77428,"(41.761688, -87.583826)"
WOODHULL (ROSS),1073,PLAYGROUND,OUTDOOR,1188683.91674,1856839.41594,"(41.762234, -87.584006)"
WOODHULL (ROSS),1073,SPRAY FEATURE,OUTDOOR,1188684.9406900001,1856746.7504499999,"(41.76198, -87.584005)"
WOODHULL (ROSS),1073,TRACK,OUTDOOR,1188592.2755199999,1856711.93719,"(41.761887, -87.584346)"
WRIGHTWOOD,1074,BASKETBALL COURT,OUTDOOR,1165670.9857300001,1917026.39432,"(41.927912, -87.666639)"
WRIGHTWOOD,1074,BASKETBALL COURT,OUTDOOR,1165737.3504300001,1917028.9799500001,"(41.927918, -87.666395)"
WRIGHTWOOD,1074,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1165504.9660499999,1917089.7547599999,"(41.92809, -87.667247)"
WRIGHTWOOD,1074,BASEBALL JR/SOFTBALL,OUTDOOR,1165557.21792,1917197.9077600001,"(41.928385, -87.667052)"
WRIGHTWOOD,1074,POOL (OUTDOOR),OUTDOOR,1165806.30042,1917128.9577599999,"(41.928191, -87.666138)"
WRIGHTWOOD,1074,PLAYGROUND,OUTDOOR,1165739.93606,1917276.3387,"(41.928597, -87.666378)"
WRIGHTWOOD,1074,VOLLEYBALL (SAND),OUTDOOR,1165810.6098,1917031.5655700001,"(41.927923, -87.666125)"
WRIGHTWOOD,1074,TRACK,OUTDOOR,1165609.79262,1917142.7477599999,"(41.928233, -87.66686)"
ZATTERBERG (HELEN),1107,PLAYGROUND PARK,OUTDOOR,1163881.8410199999,1928443.3508200001,"(41.959279, -87.67289)"
LINCOLN (ABRAHAM),100,ARCHERY RANGE,SPECIAL,1173118.80581,1924157.1044699999,"(41.947317, -87.639059)"
PARK NO. 518,518,COMMUNITY GARDEN,OUTDOOR,1163277.30647,1951493.68726,"(42.022543, -87.67446)"
DUBKIN (LEONARD),306,COMMUNITY GARDEN,OUTDOOR,1164325.5392799999,1949644.9514599999,"(42.017447, -87.670655)"
GOLDBERG (LOUIS),384,COMMUNITY GARDEN,OUTDOOR,1165708.6844800001,1947125.6198799999,"(42.010505, -87.665638)"
LOYOLA,115,COMMUNITY GARDEN,OUTDOOR,1167356.1428,1946092.49334,"(42.007634, -87.659606)"
"LUNT (ORRINGTON, STEPHEN)",1123,COMMUNITY GARDEN,OUTDOOR,1159773.12319,1946301.5946299999,"(42.008369, -87.6875)"
INDIAN BOUNDARY,165,COMMUNITY GARDEN,OUTDOOR,1157891.39696,1946851.92457,"(42.009918, -87.694408)"
SCHREIBER,1061,COMMUNITY GARDEN,OUTDOOR,1164676.43129,1942806.1062100001,"(41.998674, -87.669559)"
SENN (NICHOLAS),227,COMMUNITY GARDEN,OUTDOOR,1165015.90863,1939481.2178499999,"(41.989543, -87.668405)"
BERGER (ALBERT),1255,COMMUNITY GARDEN,OUTDOOR,1168650.5027399999,1941556.7737400001,"(41.99516, -87.654976)"
CHASE (SALMON),103,COMMUNITY GARDEN,OUTDOOR,1165062.9603800001,1931618.0895499999,"(41.967966, -87.668457)"
KELLY (JOHN),493,COMMUNITY GARDEN,OUTDOOR,1168224.0226199999,1926039.7522799999,"(41.95259, -87.656996)"
MAPLEWOOD,1045,COMMUNITY GARDEN,OUTDOOR,1158959.71569,1911023.4086199999,"(41.91158, -87.691465)"
KEN-WELL,1042,COMMUNITY GARDEN,OUTDOOR,1147402.53211,1919361.48808,"(41.93469, -87.733709)"
TREBES,1017,COMMUNITY GARDEN,OUTDOOR,1168221.1584600001,1914850.6824700001,"(41.921887, -87.657331)"
DEAN,1027,COMMUNITY GARDEN,OUTDOOR,1164684.64289,1909339.9477500001,"(41.906841, -87.670481)"
LAKE SHORE,107,COMMUNITY GARDEN,OUTDOOR,1178413.26471,1905950.0972500001,"(41.897237, -87.620154)"
ECKHART (BERNARD),208,COMMUNITY GARDEN,OUTDOOR,1166950.8958999999,1906083.44016,"(41.897857, -87.66225)"
FLOWER (LUCY),431,COMMUNITY GARDEN,OUTDOOR,1158799.88432,1912343.2370199999,"(41.915205, -87.692016)"
UNION,210,COMMUNITY GARDEN,OUTDOOR,1165811.3033700001,1901393.8097699999,"(41.885012, -87.666569)"
MOORE (MAURICE),1050,COMMUNITY GARDEN,OUTDOOR,1142315.9704400001,1898682.2249700001,"(41.87804, -87.752916)"
"WICKER (CHARLES, JOEL)",214,BASKETBALL COURT,OUTDOOR,1163101.94527,1909714.7603199999,"(41.907903, -87.676285)"
"WICKER (CHARLES, JOEL)",214,BASKETBALL COURT,OUTDOOR,1163082.52602,1909694.5641699999,"(41.907848, -87.676356)"
ADA (SAWYER GARRETT),45,HORSESHOE COURT,OUTDOOR,1169093.7013300001,1829688.0581700001,"(41.688173, -87.656589)"
ARMOUR (PHILIP) SQUARE,3,GYMNASIUM,INDOOR,1174638.83033,1883024.10176,"(41.834412, -87.634702)"
ATHLETIC FIELD,80,SPRAY FEATURE,OUTDOOR,1151895.0365800001,1923880.2241199999,"(41.947002, -87.717079)"
ARCHER (WILLIAM BEATTY),250,HORSESHOE COURT,OUTDOOR,1147643.9853699999,1871207.81601,"(41.802546, -87.734057)"
ARCHER (WILLIAM BEATTY),250,HORSESHOE COURT,OUTDOOR,1147686.0318700001,1871208.47218,"(41.802547, -87.733902)"
ARCHER (WILLIAM BEATTY),250,HORSESHOE COURT,OUTDOOR,1147658.1687400001,1871207.75761,"(41.802546, -87.734005)"
BOSLEY (WILLIAM),1024,HORSESHOE COURT,OUTDOOR,1169469.39087,1884688.2864300001,"(41.839092, -87.653622)"
BOSLEY (WILLIAM),1024,HORSESHOE COURT,OUTDOOR,1169460.12711,1884682.47377,"(41.839077, -87.653656)"
